dates,days,day1,population,susceptibles,isolated,infected,importedinfections,accumulatedinfected,tested_mit,infectednotisolated,confirmed,deaths,recovered,beta,susceptibleprop,newtested_mit,newimportedinfections,newinfected,newisolated,newisolatedinfected,newconfirmed,newrecovered,requireddxtests,actualdxtests,newdeaths,truepositives,falsepositives,truenegatives,falsenegatives,ppv,npv,incidence,prevalence,actualdeaths,reff,positive rate,detection rate
2020-05-16,354,354,8653418.6,8495248.2,3867.1000000000004,43.8,0.0,159747.8,335173.1,0.0,60548.0,1580.3999999999999,158126.5,0.0,3.0,4571.3,4.0,4.0,343.4,104.69999999999999,343.4,3.96,0.0,0.0,1.5,104.69999999999999,238.8,4342.8,0.0,0.30480349344978164,1.0,4.622450600043779e-07,0.018460657849141842,5637.0,0.09132420091324202,0.07512086277426552,85.85
2020-05-17,357,357,8653417.0,8495244.1,3894.7,42.4,0.0,159751.9,339797.8,0.0,60894.899999999994,1582.0,158130.4,0.0,3.0,4624.7,4.0,4.0,347.09999999999997,105.5,347.09999999999997,3.96,0.0,0.0,1.5,105.5,241.6,4393.6,0.0,0.3039469893402477,1.0,4.6224514547259194e-07,0.01846113506375574,5643.0,0.09433962264150944,0.07505351698488551,86.77499999999999
2020-05-18,360,360,8653415.7,8495240.2,3914.6,41.1,0.0,159755.8,344352.7,0.0,61237.2,1583.3,158134.4,0.0,3.0,4554.7,4.0,4.0,342.2,104.4,342.2,3.96,0.0,0.0,1.3,104.4,237.8,4327.0,0.0,0.30508474576271183,1.0,4.622452149155391e-07,0.01846158852625097,5658.0,0.097323600973236,0.07513118317342525,85.55
2020-05-19,363,363,8653415.200000001,8495236.1,3935.7,40.6,0.0,159759.9,348933.0,0.0,61581.2,1583.8,158138.3,0.0,3.0,4580.5,4.0,4.0,344.0,104.8,344.0,3.96,0.0,0.0,0.5,104.8,239.20000000000002,4351.4,0.0,0.30465116279069765,1.0,4.622452416243704e-07,0.018462063394346313,5673.0,0.09852216748768472,0.07510097150966051,86.0
2020-05-20,366,366,8653415.1,8495232.2,3966.2999999999997,40.6,0.0,159763.8,353518.9,0.0,61925.5,1583.9,158142.3,0.0,3.0,4585.7,4.0,4.0,344.29999999999995,104.9,344.29999999999995,3.96,0.0,0.0,0.0,104.9,239.4,4356.6,0.0,0.3046761545164101,1.0,4.622452469661371e-07,0.018462514296812133,5676.0,0.09852216748768472,0.0750812307826504,86.07499999999999
2020-05-21,369,369,8653415.1,8495228.2,3990.7999999999997,40.6,0.0,159767.8,358123.4,0.0,62271.2,1583.9,158146.3,0.0,3.0,4604.7,4.0,4.0,345.6,105.19999999999999,345.6,3.96,0.0,0.0,0.0,105.19999999999999,240.4,4374.4,0.0,0.3043981481481481,1.0,4.622452469661371e-07,0.018462976542059098,5694.0,0.09852216748768472,0.0750537494299303,86.4
2020-05-22,372,372,8653415.1,8495224.2,3990.5,40.6,0.0,159771.8,362415.7,0.0,62595.4,1583.9,158150.2,0.0,3.0,4292.4,4.0,4.0,324.2,100.0,324.2,3.96,0.0,0.0,0.0,100.0,224.10000000000002,4077.7,0.0,0.308546744831842,1.0,4.622452469661371e-07,0.018463438787306066,5709.0,0.09852216748768472,0.07552884167365577,81.05
2020-05-23,375,375,8653415.0,8495220.2,3957.3,40.6,0.0,159775.8,366369.0,0.0,62894.0,1584.0,158154.3,0.0,3.0,3953.3,4.0,4.0,298.6,92.1,298.6,3.96,0.0,0.0,0.0,92.1,206.4,3755.6000000000004,0.0,0.3085427135678392,1.0,4.6224525230790387e-07,0.018463901245924296,5715.0,0.09852216748768472,0.07553183416386311,74.65
2020-05-24,378,378,8653415.0,8495216.2,3916.0,40.6,0.0,159779.8,370241.3,0.0,63186.4,1584.0,158158.1,0.0,3.0,3872.1,4.0,4.0,292.5,90.3,292.5,3.96,0.0,0.0,0.0,90.3,202.3,3678.6,0.0,0.3086124401913875,1.0,4.6224525230790387e-07,0.018464363491176604,5718.0,0.09852216748768472,0.07554040443170373,73.125
2020-05-25,381,381,8653415.0,8495212.2,3920.5,40.6,0.0,159783.8,374010.7,0.0,63527.8,1584.0,158162.09999999998,0.0,3.0,3769.3999999999996,4.0,4.0,341.3,139.8,341.3,3.96,0.0,0.0,0.0,139.8,201.4,3581.0,0.0,0.4097303634232122,1.0,4.6224525230790387e-07,0.01846482573642891,5739.0,0.09852216748768472,0.09054491430996976,85.325
2020-05-26,384,384,8653415.0,8495208.200000001,3917.9,40.6,0.0,159787.80000000002,377584.4,0.0,63865.100000000006,1584.0,158166.1,0.0,3.0,3573.7,4.0,4.0,337.4,146.39999999999998,337.4,3.96,0.0,0.0,0.0,146.39999999999998,191.0,3395.0,0.0,0.4339063426200355,1.0,4.6224525230790387e-07,0.018465287981681223,5745.0,0.09852216748768472,0.09441195399725774,84.35
2020-05-27,387,387,8653414.8,8495204.1,3929.1000000000004,40.6,0.0,159791.9,381195.6,0.0,64220.0,1584.2,158170.0,0.0,3.0,3611.1000000000004,4.0,4.0,354.8,161.9,354.8,3.96,0.0,0.0,0.0,161.9,193.0,3430.6000000000004,0.0,0.4561848408002255,1.0,4.6224526299143774e-07,0.01846576220985038,5751.0,0.09852216748768472,0.09825261000803079,88.7
2020-05-28,390,390,8653414.8,8495200.2,3867.2000000000003,40.6,0.0,159795.8,383906.7,0.0,64496.899999999994,1584.2,158174.0,0.0,3.0,2711.3,4.0,4.0,276.90000000000003,131.89999999999998,276.90000000000003,3.96,0.0,0.0,0.0,131.89999999999998,145.0,2575.7,0.0,0.4763452509931383,1.0,4.6224526299143774e-07,0.018466212898981794,5757.0,0.09852216748768472,0.10212813041714307,69.22500000000001
2020-05-29,393,393,8653414.8,8495196.1,3925.8999999999996,40.6,0.0,159799.9,387674.7,0.0,64896.2,1584.2,158177.9,0.0,3.0,3768.0000000000005,4.0,4.0,399.29999999999995,198.0,399.29999999999995,3.96,0.0,0.0,0.0,198.0,201.3,3579.6,0.0,0.4958677685950413,1.0,4.6224526299143774e-07,0.018466686700376364,5757.0,0.09852216748768472,0.10597133757961781,99.82499999999999
2020-05-30,396,396,8653414.7,8495192.2,4019.2,40.6,0.0,159803.8,391629.0,0.0,65330.49999999999,1584.3,158181.8,0.0,3.0,3954.3,4.0,4.0,434.3,223.0,434.3,3.96,0.0,0.0,0.0,223.0,211.3,3756.6,0.0,0.5134699516463274,1.0,4.6224526833320496e-07,0.018467137602916454,5757.0,0.09852216748768472,0.10982980552815921,108.575
2020-05-31,399,399,8653414.7,8495188.2,4039.7,40.6,0.0,159807.8,395518.7,0.0,65693.1,1584.3,158185.9,0.0,3.0,3889.6,4.0,4.0,362.7,154.8,362.7,3.96,0.0,0.0,0.0,154.8,207.9,3695.0,0.0,0.4267990074441687,1.0,4.6224526833320496e-07,0.018467599848184788,5760.0,0.09852216748768472,0.09324866310160428,90.675
2020-06-01,402,402,8653414.7,8495184.1,4089.9,40.6,0.0,159811.9,399385.69999999995,0.0,66064.3,1584.3,158189.8,0.0,3.0,3866.9999999999995,4.0,4.0,371.2,164.5,371.2,3.96,0.0,0.0,0.0,164.5,206.7,3673.7,0.0,0.4431573275862069,1.0,4.6224526833320496e-07,0.01846807364958483,5760.0,0.09852216748768472,0.09599172485130593,92.8
2020-06-02,405,405,8653414.7,8495180.2,4060.4,40.6,0.0,159815.8,403053.99999999994,0.0,66330.4,1584.3,158193.80000000002,0.0,3.0,3668.3,4.0,4.0,266.1,70.1,266.1,3.96,0.0,0.0,0.0,70.1,196.0,3484.9,0.0,0.26343479894776395,1.0,4.6224526833320496e-07,0.018468524338721454,5760.0,0.09852216748768472,0.07254041381566394,66.525
2020-06-03,408,408,8653414.600000001,8495176.1,3949.4,40.6,0.0,159819.9,406396.69999999995,0.0,66509.1,1584.3999999999999,158197.7,0.0,3.0,3342.9,4.0,4.0,178.7,0.0,178.7,3.96,0.0,0.0,0.0,0.0,178.7,3175.7,0.0,0.0,1.0,4.6224527367497213e-07,0.018468998353551667,5763.0,0.09852216748768472,0.05345657961650064,44.675
2020-06-04,411,411,8653414.600000001,8495172.2,3831.2,40.6,0.0,159823.8,410508.0,0.0,66728.8,1584.3999999999999,158201.6,0.0,3.0,4111.3,4.0,4.0,219.70000000000002,0.0,219.70000000000002,3.96,0.0,0.0,0.0,0.0,219.70000000000002,3905.7,0.0,0.0,1.0,4.6224527367497213e-07,0.0184694490426935,5763.0,0.09852216748768472,0.05343808527716294,54.925000000000004
2020-06-05,414,414,8653414.5,8495168.2,3684.2,40.6,0.0,159827.8,414007.69999999995,0.0,66915.8,1584.5,158205.7,0.0,3.0,3499.7000000000003,4.0,4.0,187.0,0.0,187.0,3.96,0.0,0.0,0.0,0.0,187.0,3324.7000000000003,0.0,0.0,1.0,4.6224527901673957e-07,0.01846991150140791,5763.0,0.09852216748768472,0.053433151412978254,46.75
2020-06-06,417,417,8653414.5,8495164.2,3525.8,40.6,0.0,159831.8,417616.69999999995,0.0,67108.70000000001,1584.5,158209.6,0.0,3.0,3609.0,4.0,4.0,192.9,0.0,192.9,3.96,0.0,0.0,0.0,0.0,192.9,3428.6,0.0,0.0,1.0,4.6224527901673957e-07,0.01847037374668693,5763.0,0.09852216748768472,0.05344970906068163,48.225
2020-06-07,420,420,8653414.4,8495160.2,3448.4,40.6,0.0,159835.8,421299.30000000005,0.0,67305.4,1584.6,158213.6,0.0,3.0,3682.3999999999996,4.0,4.0,196.7,0.0,196.7,3.96,0.0,0.0,0.0,0.0,196.7,3498.3,0.0,0.0,1.0,4.6224528435850706e-07,0.018470836205417365,5763.0,0.09852216748768472,0.05341625027156203,49.175
2020-06-08,423,423,8653414.4,8495156.2,3251.0,40.6,0.0,159839.8,425004.7,0.0,67503.4,1584.6,158217.5,0.0,3.0,3705.6000000000004,4.0,4.0,198.0,0.0,198.0,3.96,0.0,0.0,0.0,0.0,198.0,3520.2999999999997,0.0,0.0,1.0,4.6224528435850706e-07,0.018471298450701723,5769.0,0.09852216748768472,0.05343264248704663,49.5
2020-06-09,426,426,8653414.4,8495152.1,3036.1000000000004,40.6,0.0,159843.9,429030.6,0.0,67718.5,1584.6,158221.5,0.0,3.0,4025.7,4.0,4.0,215.0,0.0,215.0,3.96,0.0,0.0,0.0,0.0,215.0,3824.3999999999996,0.0,0.0,1.0,4.6224528435850706e-07,0.018471772252118192,5802.0,0.09852216748768472,0.05340686091859801,53.75
2020-06-10,429,429,8653414.3,8495148.2,2913.3999999999996,40.6,0.0,159847.8,433451.5,0.0,67954.8,1584.6999999999998,158225.5,0.0,3.0,4421.1,4.0,4.0,236.3,0.0,236.3,3.96,0.0,0.0,0.0,0.0,236.3,4200.0,0.0,0.0,1.0,4.622452897002747e-07,0.018472223154737892,5808.0,0.09852216748768472,0.053448236864128834,59.075
2020-06-11,432,432,8653414.3,8495144.1,2785.7,40.6,0.0,159851.9,437940.4,0.0,68194.70000000001,1584.6999999999998,158229.4,0.0,3.0,4488.9,4.0,4.0,239.89999999999998,0.0,239.89999999999998,3.96,0.0,0.0,0.0,0.0,239.89999999999998,4264.4,0.0,0.0,1.0,4.622452897002747e-07,0.018472696956159836,5811.0,0.09852216748768472,0.053442937022433114,59.974999999999994
2020-06-12,435,435,8653414.3,8495140.2,2763.2,40.6,0.0,159855.8,442450.1,0.0,68435.7,1584.6999999999998,158233.4,0.0,3.0,4509.7,4.0,4.0,241.10000000000002,0.0,241.10000000000002,3.96,0.0,0.0,0.0,0.0,241.10000000000002,4284.2,0.0,0.0,1.0,4.622452897002747e-07,0.01847314764531729,5814.0,0.09852216748768472,0.05346253631061934,60.275000000000006
2020-06-13,438,438,8653414.2,8495136.1,2833.5,40.6,0.0,159859.9,447075.0,0.0,68682.8,1584.8,158237.3,0.0,3.0,4624.9,4.0,4.0,247.10000000000002,0.0,247.10000000000002,3.96,0.0,0.0,0.0,0.0,247.10000000000002,4393.6,0.0,0.0,1.0,4.622452950420425e-07,0.01847362166022285,5814.0,0.09852216748768472,0.05342818223096717,61.775000000000006
2020-06-14,441,441,8653414.1,8495132.2,2870.8999999999996,40.6,0.0,159863.8,451845.5,0.0,68937.7,1584.9,158241.3,0.0,3.0,4770.5,4.0,4.0,254.89999999999998,0.0,254.89999999999998,3.96,0.0,0.0,0.0,0.0,254.89999999999998,4532.0,0.0,0.0,1.0,4.6224530038381037e-07,0.018474072562874345,5814.0,0.09852216748768472,0.05343255423959752,63.724999999999994
2020-06-15,444,444,8653414.1,8495128.2,2943.0,40.6,0.0,159867.8,456659.60000000003,0.0,69195.0,1584.9,158245.3,0.0,3.0,4814.1,4.0,4.0,257.3,0.0,257.3,3.96,0.0,0.0,0.0,0.0,257.3,4573.6,0.0,0.0,1.0,4.6224530038381037e-07,0.01847453480817473,5817.0,0.09852216748768472,0.05344716561766477,64.325
2020-06-16,447,447,8653414.1,8495124.2,3012.9,40.6,0.0,159871.8,461540.3,0.0,69455.9,1584.9,158249.2,0.0,3.0,4880.7,4.0,4.0,260.9,0.0,260.9,3.96,0.0,0.0,0.0,0.0,260.9,4636.6,0.0,0.0,1.0,4.6224530038381037e-07,0.018474997053475113,5862.0,0.09852216748768472,0.05345544696457475,65.225
2020-06-17,450,450,8653414.0,8495120.2,3092.7,40.6,0.0,159875.8,466679.30000000005,0.0,69730.4,1585.0,158253.2,0.0,3.0,5139.3,4.0,4.0,274.7,0.0,274.7,3.96,0.0,0.0,0.0,0.0,274.7,4882.2,0.0,0.0,1.0,4.622453057255784e-07,0.018475459512280353,5868.0,0.09852216748768472,0.05345085906640982,68.675
2020-06-18,453,453,8653414.0,8495116.100000001,3192.2000000000003,40.6,0.0,159879.90000000002,472209.0,0.0,70025.8,1585.0,158257.1,0.0,3.0,5529.5,4.0,4.0,295.5,0.0,295.5,3.96,0.0,0.0,0.0,0.0,295.5,5253.2,0.0,0.0,1.0,4.622453057255784e-07,0.018475933313718728,5868.0,0.09852216748768472,0.0534406365855864,73.875
2020-06-19,456,456,8653414.0,8495112.2,3283.3,40.6,0.0,159883.8,477901.9,0.0,70330.09999999999,1585.0,158261.1,0.0,3.0,5692.9,4.0,4.0,304.3,0.0,304.3,3.96,0.0,0.0,0.0,0.0,304.3,5408.4,0.0,0.0,1.0,4.622453057255784e-07,0.018476384002891807,5868.0,0.09852216748768472,0.05345254615398128,76.075
2020-06-20,459,459,8653414.0,8495108.2,3364.7,40.6,0.0,159887.8,483800.6,0.0,70645.4,1585.0,158265.1,0.0,3.0,5898.7,4.0,4.0,315.3,0.0,315.3,3.96,0.0,0.0,0.0,0.0,315.3,5603.8,0.0,0.0,1.0,4.622453057255784e-07,0.01847684624819753,5868.0,0.09852216748768472,0.05345245562581586,78.825
2020-06-21,462,462,8653413.9,8495104.2,3443.2,40.6,0.0,159891.8,489714.3,0.0,70961.3,1585.1,158269.1,0.0,3.0,5913.9,4.0,4.0,316.1,0.0,316.1,3.96,0.0,0.0,0.0,0.0,316.1,5618.2,0.0,0.0,1.0,4.6224531106734646e-07,0.018477308707029485,5868.0,0.09852216748768472,0.05345034579549875,79.025
2020-06-22,465,465,8653413.8,8495100.2,3519.1000000000004,40.6,0.0,159895.8,495599.80000000005,0.0,71275.8,1585.1999999999998,158273.0,0.0,3.0,5885.5,4.0,4.0,314.5,0.0,314.5,3.96,0.0,0.0,0.0,0.0,314.5,5591.2,0.0,0.0,1.0,4.622453164091147e-07,0.01847777116587213,5868.0,0.09852216748768472,0.053436411519836885,78.625
2020-06-23,468,468,8653413.8,8495096.2,3593.1,40.6,0.0,159899.8,501565.10000000003,0.0,71594.7,1585.1999999999998,158276.9,0.0,3.0,5965.3,4.0,4.0,318.7,0.0,318.7,3.96,0.0,0.0,0.0,0.0,318.7,5667.0,0.0,0.0,1.0,4.622453164091147e-07,0.018478233411188538,5868.0,0.09852216748768472,0.05342564498013511,79.675
2020-06-24,471,471,8653413.6,8495092.1,3656.2,40.6,0.0,159903.9,507468.8,0.0,71910.1,1585.4,158280.9,0.0,3.0,5903.7,4.0,4.0,315.5,0.0,315.5,3.96,0.0,0.0,0.0,0.0,315.5,5608.6,0.0,0.0,1.0,4.6224532709265163e-07,0.018478707639722664,5874.0,0.09852216748768472,0.05344106238460627,78.875
2020-06-25,474,474,8653413.6,8495088.2,3716.2999999999997,40.6,0.0,159907.8,513360.1,0.0,72224.79999999999,1585.4,158284.9,0.0,3.0,5891.5,4.0,4.0,314.9,0.0,314.9,3.96,0.0,0.0,0.0,0.0,314.9,5597.0,0.0,0.0,1.0,4.6224532709265163e-07,0.018479158328916577,5874.0,0.09852216748768472,0.05344988542815921,78.725
2020-06-26,477,477,8653413.6,8495084.1,3785.8,40.6,0.0,159911.9,519491.0,0.0,72552.5,1585.4,158288.8,0.0,3.0,6130.7,4.0,4.0,327.7,0.0,327.7,3.96,0.0,0.0,0.0,0.0,327.7,5824.2,0.0,0.0,1.0,4.6224532709265163e-07,0.01847963213037685,5886.0,0.09852216748768472,0.0534522974537981,81.925
2020-06-27,480,480,8653413.6,8495080.2,3848.8,40.6,0.0,159915.8,525759.7,0.0,72887.6,1585.4,158292.80000000002,0.0,3.0,6268.7,4.0,4.0,335.1,0.0,335.1,3.96,0.0,0.0,0.0,0.0,335.1,5955.4,0.0,0.0,1.0,4.6224532709265163e-07,0.018480082819570764,5886.0,0.09852216748768472,0.05345605947006557,83.775
2020-06-28,483,483,8653413.5,8495076.1,3901.5,40.6,0.0,159919.9,532219.3,0.0,73232.70000000001,1585.5,158296.7,0.0,3.0,6459.9,4.0,4.0,345.3,0.0,345.3,3.96,0.0,0.0,0.0,0.0,345.3,6136.8,0.0,0.0,1.0,4.6224533243442023e-07,0.01848055683459481,5886.0,0.09852216748768472,0.053452839827241916,86.325
2020-06-29,486,486,8653413.5,8495072.2,3953.8,40.6,0.0,159923.8,538835.2,0.0,73586.20000000001,1585.5,158300.7,0.0,3.0,6615.9,4.0,4.0,353.5,0.0,353.5,3.96,0.0,0.0,0.0,0.0,353.5,6285.2,0.0,0.0,1.0,4.6224533243442023e-07,0.018481007523793933,5886.0,0.09852216748768472,0.05343188379509969,88.375
2020-06-30,489,489,8653413.5,8495068.2,3969.9,40.6,0.0,159927.8,544977.7,0.0,73914.4,1585.5,158304.7,0.0,3.0,6142.3,4.0,4.0,328.3,0.0,328.3,3.96,0.0,0.0,0.0,0.0,328.3,5835.2,0.0,0.0,1.0,4.6224533243442023e-07,0.018481469769126367,5889.0,0.09852216748768472,0.05344903374957263,82.075
2020-07-01,492,492,8653413.4,8495064.200000001,4021.3,40.6,0.0,159931.80000000002,551792.8,0.0,74278.7,1585.6,158308.6,0.0,3.0,6815.099999999999,4.0,4.0,364.3,0.0,364.3,3.96,0.0,0.0,0.0,0.0,364.3,6474.4,0.0,0.0,1.0,4.62245337776189e-07,0.018481932228038477,5895.0,0.09852216748768472,0.05345482824903524,91.075
2020-07-02,495,495,8653413.3,8495060.2,4025.6,40.6,0.0,159935.8,557701.1,0.0,74594.4,1585.7,158312.6,0.0,3.0,5908.3,4.0,4.0,315.7,0.0,315.7,3.96,0.0,0.0,0.0,0.0,315.7,5612.8,0.0,0.0,1.0,4.622453431179578e-07,0.01848239468696127,5895.0,0.09852216748768472,0.053433305688607546,78.925
2020-07-03,498,498,8653413.3,8495056.2,3976.7999999999997,40.6,0.0,159939.8,562693.2,0.0,74861.1,1585.7,158316.6,0.0,3.0,4992.3,4.0,4.0,266.7,0.0,266.7,3.96,0.0,0.0,0.0,0.0,266.7,4742.6,0.0,0.0,1.0,4.622453431179578e-07,0.018482856932304385,5895.0,0.09852216748768472,0.05342227029625623,66.675
2020-07-04,501,501,8653413.3,8495052.2,3877.6000000000004,40.6,0.0,159943.8,566680.8,0.0,75074.09999999999,1585.7,158320.5,0.0,3.0,3987.6000000000004,4.0,4.0,213.0,0.0,213.0,3.96,0.0,0.0,0.0,0.0,213.0,3788.3,0.0,0.0,1.0,4.622453431179578e-07,0.018483319177647502,5895.0,0.09852216748768472,0.05341558832380379,53.25
2020-07-05,504,504,8653413.2,8495048.3,3720.9,40.6,0.0,159947.7,569583.5,0.0,75229.40000000001,1585.8,158324.5,0.0,3.0,2902.7,4.0,4.0,155.0,0.0,155.0,3.96,0.0,0.0,0.0,0.0,155.0,2757.6,0.0,0.0,1.0,4.622453484597269e-07,0.018483770080457967,5895.0,0.09852216748768472,0.05339855996141524,38.75
2020-07-06,507,507,8653413.2,8495044.2,3523.6000000000004,40.6,0.0,159951.8,571959.8,0.0,75356.4,1585.8,158328.4,0.0,3.0,2376.3,4.0,4.0,127.0,0.0,127.0,3.96,0.0,0.0,0.0,0.0,127.0,2257.4,0.0,0.0,1.0,4.622453484597269e-07,0.018484243881940133,5895.0,0.09852216748768472,0.05344443041703488,31.75
2020-07-07,510,510,8653413.2,8495040.2,3318.9,40.6,0.0,159955.8,574336.1000000001,0.0,75483.4,1585.8,158332.4,0.0,3.0,2376.3,4.0,4.0,127.0,0.0,127.0,3.96,0.0,0.0,0.0,0.0,127.0,2257.4,0.0,0.0,1.0,4.622453484597269e-07,0.018484706127288593,5898.0,0.09852216748768472,0.05344443041703488,31.75
2020-07-08,513,513,8653413.2,8495036.1,2977.1000000000004,40.6,0.0,159959.9,574336.1000000001,0.0,75483.4,1585.8,158336.4,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.622453484597269e-07,0.018485179928770766,5898.0,0.09852216748768472,,0.0
2020-07-09,516,516,8653413.100000001,8495032.1,2627.1,40.6,0.0,159963.9,574336.1000000001,0.0,75483.4,1585.8999999999999,158340.3,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.622453538014959e-07,0.018485642387741776,5898.0,0.09852216748768472,,0.0
2020-07-10,519,519,8653413.0,8495028.2,2794.3,40.6,0.0,159967.8,583545.8,0.0,75975.40000000001,1586.0,158344.3,0.0,3.0,9209.7,4.0,4.0,492.1,0.0,492.1,3.96,0.0,0.0,0.0,0.0,492.1,8749.4,0.0,0.0,1.0,4.622453591432652e-07,0.018486093290589502,5898.0,0.09852216748768472,0.05343279368491916,123.025
2020-07-11,522,522,8653413.0,8495024.1,2925.8,40.6,0.0,159971.9,592755.7,0.0,76467.5,1586.0,158348.2,0.0,3.0,9209.7,4.0,4.0,492.1,0.0,492.1,3.96,0.0,0.0,0.0,0.0,492.1,8749.4,0.0,0.0,1.0,4.622453591432652e-07,0.018486567092082625,5904.0,0.09852216748768472,0.05343279368491916,123.025
2020-07-12,525,525,8653412.9,8495020.2,3166.7,40.6,0.0,159975.8,603113.0,0.0,77021.0,1586.1,158352.2,0.0,3.0,10357.5,4.0,4.0,553.5,0.0,553.5,3.96,0.0,0.0,0.0,0.0,553.5,9839.599999999999,0.0,0.0,1.0,4.6224536448503454e-07,0.018487017994946245,5904.0,0.09852216748768472,0.05343953656770456,138.375
2020-07-13,528,528,8653412.9,8495016.100000001,3456.0,40.6,0.0,159979.90000000002,613470.5,0.0,77574.5,1586.1,158356.2,0.0,3.0,10357.5,4.0,4.0,553.5,0.0,553.5,3.96,0.0,0.0,0.0,0.0,553.5,9839.599999999999,0.0,0.0,1.0,4.6224536448503454e-07,0.018487491796444846,5904.0,0.09852216748768472,0.05343953656770456,138.375
2020-07-14,531,531,8653412.9,8495012.200000001,3829.8,40.6,0.0,159983.80000000002,624413.2,0.0,78159.40000000001,1586.1,158360.1,0.0,3.0,10942.7,4.0,4.0,584.7,0.0,584.7,3.96,0.0,0.0,0.0,0.0,584.7,10395.599999999999,0.0,0.0,1.0,4.6224536448503454e-07,0.01848794248567522,5904.0,0.09852216748768472,0.05343288219543623,146.175
