dates,days,day1,population,susceptibles,isolated,infected,importedinfections,accumulatedinfected,tested_mit,infectednotisolated,confirmed,deaths,recovered,beta,susceptibleprop,newtested_mit,newimportedinfections,newinfected,newisolated,newisolatedinfected,newconfirmed,newrecovered,requireddxtests,actualdxtests,newdeaths,truepositives,falsepositives,truenegatives,falsenegatives,ppv,npv,incidence,prevalence,actualdeaths,reff,positive rate,detection rate
2020-07-15,534,534,8653412.9,8495008.2,4305.1,40.6,0.0,159987.8,636180.9,0.0,78788.1,1586.1,158364.1,0.0,3.0,11767.7,4.0,4.0,628.9,0.0,628.9,3.96,0.0,0.0,0.0,0.0,628.9,11179.400000000001,0.0,0.0,1.0,4.6224536448503454e-07,0.0184884047310397,5904.0,0.09852216748768472,0.05344289878225991,157.225
2020-07-16,537,537,8653412.8,8495004.2,4845.1,40.6,0.0,159991.8,648638.0,0.0,79453.7,1586.1999999999998,158368.0,0.0,3.0,12457.099999999999,4.0,4.0,665.7,0.0,665.7,3.96,0.0,0.0,0.0,0.0,665.7,11834.400000000001,0.0,0.0,1.0,4.6224536982680404e-07,0.018488867190064016,5907.0,0.09852216748768472,0.05343940403464692,166.425
2020-07-17,540,540,8653412.8,8495000.2,5018.0,40.6,0.0,159995.8,654226.1,0.0,79752.4,1586.1999999999998,158371.9,0.0,3.0,5588.1,4.0,4.0,298.7,0.0,298.7,3.96,0.0,0.0,0.0,0.0,298.7,5308.8,0.0,0.0,1.0,4.6224536982680404e-07,0.01848932943543384,5907.0,0.09852216748768472,0.053452873069558524,74.675
2020-07-18,543,543,8653412.7,8494996.2,5346.799999999999,40.6,0.0,159999.8,660382.4,0.0,80081.3,1586.3,158376.0,0.0,3.0,6156.3,4.0,4.0,328.9,0.0,328.9,3.96,0.0,0.0,0.0,0.0,328.9,5848.599999999999,0.0,0.0,1.0,4.622453751685737e-07,0.018489791894474188,5907.0,0.09852216748768472,0.053424946802462514,82.225
2020-07-19,546,546,8653412.7,8494992.2,5636.0,40.6,0.0,160003.8,665793.1000000001,0.0,80370.59999999999,1586.3,158379.9,0.0,3.0,5410.7,4.0,4.0,289.1,0.0,289.1,3.96,0.0,0.0,0.0,0.0,289.1,5140.2,0.0,0.0,1.0,4.622453751685737e-07,0.018490254139849355,5907.0,0.09852216748768472,0.0534311641746909,72.275
2020-07-20,549,549,8653412.6,8494988.3,5444.6,40.6,0.0,160007.7,671330.8999999999,0.0,80666.5,1586.4,158383.9,0.0,3.0,5538.1,4.0,4.0,295.9,0.0,295.9,3.96,0.0,0.0,0.0,0.0,295.9,5261.2,0.0,0.0,1.0,4.622453805103434e-07,0.01849070504277122,5913.0,0.09852216748768472,0.053429876672505004,73.975
2020-07-21,552,552,8653412.6,8494984.2,5243.0,40.6,0.0,160011.8,676673.2,0.0,80952.0,1586.4,158387.8,0.0,3.0,5342.1,4.0,4.0,285.5,0.0,285.5,3.96,0.0,0.0,0.0,0.0,285.5,5075.2,0.0,0.0,1.0,4.622453805103434e-07,0.018491178844286242,5916.0,0.09852216748768472,0.053443402407293006,71.375
2020-07-22,555,555,8653412.6,8494980.2,4936.3,40.6,0.0,160015.8,681190.3,0.0,81193.3,1586.4,158391.7,0.0,3.0,4517.1,4.0,4.0,241.5,0.0,241.5,3.96,0.0,0.0,0.0,0.0,241.5,4291.4,0.0,0.0,1.0,4.622453805103434e-07,0.018491641089666753,5916.0,0.09852216748768472,0.05346350534635053,60.375
2020-07-23,558,558,8653412.5,8494976.1,4575.1,40.6,0.0,160019.9,684685.3,0.0,81380.20000000001,1586.5,158395.8,0.0,3.0,3495.0,4.0,4.0,186.7,0.0,186.7,3.96,0.0,0.0,0.0,0.0,186.7,3320.2999999999997,0.0,0.0,1.0,4.622453858521133e-07,0.018492115104879144,5925.0,0.09852216748768472,0.053419170243204576,46.675
2020-07-24,561,561,8653412.5,8494972.1,4261.9,40.6,0.0,160023.9,689660.0,0.0,81645.8,1586.5,158399.7,0.0,3.0,4974.7,4.0,4.0,265.9,0.0,265.9,3.96,0.0,0.0,0.0,0.0,265.9,4726.0,0.0,0.0,1.0,4.622453858521133e-07,0.018492577350264997,5931.0,0.09852216748768472,0.05345045932418035,66.475
2020-07-25,564,564,8653412.5,8494968.2,3900.1,40.6,0.0,160027.8,694538.1,0.0,81906.5,1586.5,158403.7,0.0,3.0,4878.1,4.0,4.0,260.7,0.0,260.7,3.96,0.0,0.0,0.0,0.0,260.7,4634.2,0.0,0.0,1.0,4.622453858521133e-07,0.0184930280395162,5931.0,0.09852216748768472,0.05344293884914208,65.175
2020-07-26,567,567,8653412.5,8494964.100000001,3499.0,40.6,0.0,160031.90000000002,699365.0,0.0,82164.6,1586.5,158407.6,0.0,3.0,4826.9,4.0,4.0,257.9,0.0,257.9,3.96,0.0,0.0,0.0,0.0,257.9,4585.6,0.0,0.0,1.0,4.622453858521133e-07,0.018493501841036705,5931.0,0.09852216748768472,0.053429737512689306,64.475
2020-07-27,570,570,8653412.3,8494960.200000001,3463.4000000000005,40.6,0.0,160035.80000000002,704233.1,0.0,82424.7,1586.6999999999998,158411.5,0.0,3.0,4868.1,4.0,4.0,260.1,0.0,260.1,3.96,0.0,0.0,0.0,0.0,260.1,4624.6,0.0,0.0,1.0,4.622453965356533e-07,0.01849395295772513,5934.0,0.09852216748768472,0.05342946940284711,65.025
2020-07-28,573,573,8653412.3,8494956.1,3398.7,40.6,0.0,160039.9,709117.0,0.0,82685.6,1586.6999999999998,158415.6,0.0,3.0,4883.9,4.0,4.0,260.9,0.0,260.9,3.96,0.0,0.0,0.0,0.0,260.9,4639.8,0.0,0.0,1.0,4.622453965356533e-07,0.018494426759256576,5934.0,0.09852216748768472,0.05342042220356682,65.225
2020-07-29,576,576,8653412.3,8494952.2,3410.1000000000004,40.6,0.0,160043.8,714687.3,0.0,82983.3,1586.6999999999998,158419.5,0.0,3.0,5570.3,4.0,4.0,297.7,0.0,297.7,3.96,0.0,0.0,0.0,0.0,297.7,5291.8,0.0,0.0,1.0,4.622453965356533e-07,0.018494877448518195,5937.0,0.09852216748768472,0.05344415920147927,74.425
2020-07-30,579,579,8653412.2,8494948.2,3447.5,40.6,0.0,160047.8,720871.0,0.0,83313.7,1586.8000000000002,158423.5,0.0,3.0,6183.7,4.0,4.0,330.5,0.0,330.5,3.96,0.0,0.0,0.0,0.0,330.5,5874.4,0.0,0.0,1.0,4.622454018774236e-07,0.01849533990764938,5940.0,0.09852216748768472,0.0534469654090593,82.625
2020-07-31,582,582,8653412.2,8494944.2,3433.2000000000003,40.6,0.0,160051.8,725892.5,0.0,83582.0,1586.8000000000002,158427.4,0.0,3.0,5021.5,4.0,4.0,268.3,0.0,268.3,3.96,0.0,0.0,0.0,0.0,268.3,4770.4,0.0,0.0,1.0,4.622454018774236e-07,0.018495802153051254,5943.0,0.09852216748768472,0.053430249925321124,67.075
2020-08-01,585,585,8653412.2,8494940.2,3465.8,40.6,0.0,160055.8,730974.1,0.0,83853.7,1586.8000000000002,158431.4,0.0,3.0,5081.9,4.0,4.0,271.5,0.0,271.5,3.96,0.0,0.0,0.0,0.0,271.5,4827.8,0.0,0.0,1.0,4.622454018774236e-07,0.018496264398453133,5943.0,0.09852216748768472,0.05342490013577599,67.875
2020-08-02,588,588,8653412.2,8494936.2,3551.1,40.6,0.0,160059.8,736031.8,0.0,84124.0,1586.8000000000002,158435.4,0.0,3.0,5057.5,4.0,4.0,270.3,0.0,270.3,3.96,0.0,0.0,0.0,0.0,270.3,4804.6,0.0,0.0,1.0,4.622454018774236e-07,0.01849672664385501,5943.0,0.09852216748768472,0.053445378151260506,67.575
2020-08-03,591,591,8653412.1,8494932.2,3558.3,40.6,0.0,160063.8,741090.7,0.0,84394.3,1586.9,158439.3,0.0,3.0,5059.1,4.0,4.0,270.3,0.0,270.3,3.96,0.0,0.0,0.0,0.0,270.3,4806.2,0.0,0.0,1.0,4.6224540721919393e-07,0.0184971891030129,5943.0,0.09852216748768472,0.053428475420529344,67.575
2020-08-04,594,594,8653412.1,8494928.3,3568.6,40.6,0.0,160067.7,746113.6,0.0,84662.8,1586.9,158443.3,0.0,3.0,5022.9,4.0,4.0,268.5,0.0,268.5,3.96,0.0,0.0,0.0,0.0,268.5,4771.8,0.0,0.0,1.0,4.6224540721919393e-07,0.018497639792284942,5943.0,0.09852216748768472,0.053455175297139106,67.125
2020-08-05,597,597,8653412.0,8494924.1,3545.0,40.6,0.0,160071.9,750450.1000000001,0.0,84894.4,1587.0,158447.2,0.0,3.0,4336.5,4.0,4.0,231.7,0.0,231.7,3.96,0.0,0.0,0.0,0.0,231.7,4119.6,0.0,0.0,1.0,4.622454125609644e-07,0.01849812536372936,5952.0,0.09852216748768472,0.05343018563357546,57.925
2020-08-06,600,600,8653412.0,8494920.2,3553.8999999999996,40.6,0.0,160075.8,755436.0,0.0,85160.9,1587.0,158451.2,0.0,3.0,4985.9,4.0,4.0,266.5,0.0,266.5,3.96,0.0,0.0,0.0,0.0,266.5,4736.6,0.0,0.0,1.0,4.622454125609644e-07,0.018498576053006605,5955.0,0.09852216748768472,0.0534507310615937,66.625
2020-08-07,603,603,8653411.899999999,8494916.1,3559.3999999999996,40.6,0.0,160079.9,760375.2999999999,0.0,85424.79999999999,1587.1000000000001,158455.2,0.0,3.0,4939.3,4.0,4.0,263.9,0.0,263.9,3.96,0.0,0.0,0.0,0.0,263.9,4692.4,0.0,0.0,1.0,4.6224541790273505e-07,0.01849905006833201,5958.0,0.09852216748768472,0.053428623489158375,65.975
2020-08-08,606,606,8653411.899999999,8494912.2,3530.3,40.6,0.0,160083.8,765345.2,0.0,85690.29999999999,1587.1000000000001,158459.1,0.0,3.0,4969.9,4.0,4.0,265.5,0.0,265.5,3.96,0.0,0.0,0.0,0.0,265.5,4721.4,0.0,0.0,1.0,4.6224541790273505e-07,0.018499500757614463,5958.0,0.09852216748768472,0.05342159802008089,66.375
2020-08-09,609,609,8653411.899999999,8494908.200000001,3472.6000000000004,40.6,0.0,160087.80000000002,770390.3,0.0,85960.0,1587.1000000000001,158463.1,0.0,3.0,5045.1,4.0,4.0,269.7,0.0,269.7,3.96,0.0,0.0,0.0,0.0,269.7,4792.8,0.0,0.0,1.0,4.6224541790273505e-07,0.01849996300303237,5958.0,0.09852216748768472,0.05345781054884937,67.425
2020-08-10,612,612,8653411.8,8494904.1,3477.1,40.6,0.0,160091.9,775445.2,0.0,86230.1,1587.2,158467.0,0.0,3.0,5055.1,4.0,4.0,270.1,0.0,270.1,3.96,0.0,0.0,0.0,0.0,270.1,4802.4,0.0,0.0,1.0,4.6224542324450566e-07,0.01850043701837927,5961.0,0.09852216748768472,0.05343118830488022,67.525
2020-08-11,615,615,8653411.8,8494900.2,3480.8,40.6,0.0,160095.8,780544.0,0.0,86502.5,1587.2,158471.0,0.0,3.0,5098.7,4.0,4.0,272.5,0.0,272.5,3.96,0.0,0.0,0.0,0.0,272.5,4843.8,0.0,0.0,1.0,4.6224542324450566e-07,0.018500887707666933,5970.0,0.09852216748768472,0.053444995783238865,68.125
2020-08-12,618,618,8653411.8,8494896.1,3520.2999999999997,40.6,0.0,160099.9,786290.7,0.0,86809.6,1587.2,158475.0,0.0,3.0,5746.7,4.0,4.0,307.1,0.0,307.1,3.96,0.0,0.0,0.0,0.0,307.1,5459.4,0.0,0.0,1.0,4.6224542324450566e-07,0.018501361509225756,5973.0,0.09852216748768472,0.05343936520089791,76.775
2020-08-13,621,621,8653411.8,8494892.2,3522.7000000000003,40.6,0.0,160103.8,791346.3999999999,0.0,87079.7,1587.2,158479.0,0.0,3.0,5055.7,4.0,4.0,270.1,0.0,270.1,3.96,0.0,0.0,0.0,0.0,270.1,4802.8,0.0,0.0,1.0,4.6224542324450566e-07,0.01850181219851342,5973.0,0.09852216748768472,0.053424847202167856,67.525
2020-08-14,624,624,8653411.600000001,8494888.2,3531.3999999999996,40.6,0.0,160107.8,796482.3,0.0,87354.2,1587.3999999999999,158482.9,0.0,3.0,5135.9,4.0,4.0,274.5,0.0,274.5,3.96,0.0,0.0,0.0,0.0,274.5,4879.2,0.0,0.0,1.0,4.6224543392804747e-07,0.018502274871566256,5973.0,0.09852216748768472,0.05344730232286454,68.625
2020-08-15,627,627,8653411.600000001,8494884.2,3579.3,40.6,0.0,160111.8,801670.7999999999,0.0,87631.5,1587.3999999999999,158486.8,0.0,3.0,5188.5,4.0,4.0,277.3,0.0,277.3,3.96,0.0,0.0,0.0,0.0,277.3,4929.2,0.0,0.0,1.0,4.6224543392804747e-07,0.018502737117000186,5973.0,0.09852216748768472,0.05344511901320228,69.325
2020-08-16,630,630,8653411.600000001,8494880.2,3571.2,40.6,0.0,160115.8,806457.7,0.0,87887.4,1587.3999999999999,158490.8,0.0,3.0,4786.9,4.0,4.0,255.89999999999998,0.0,255.89999999999998,3.96,0.0,0.0,0.0,0.0,255.89999999999998,4547.6,0.0,0.0,1.0,4.6224543392804747e-07,0.018503199362434112,5973.0,0.09852216748768472,0.05345839687480415,63.974999999999994
2020-08-17,633,633,8653411.5,8494876.2,3594.7,40.6,0.0,160119.8,811785.2,0.0,88172.1,1587.5,158494.8,0.0,3.0,5327.5,4.0,4.0,284.7,0.0,284.7,3.96,0.0,0.0,0.0,0.0,284.7,5061.2,0.0,0.0,1.0,4.622454392698186e-07,0.018503661821698873,5973.0,0.09852216748768472,0.05343969967151572,71.175
2020-08-18,636,636,8653411.5,8494872.2,3621.0,40.6,0.0,160123.8,817198.5000000001,0.0,88461.29999999999,1587.5,158498.7,0.0,3.0,5413.3,4.0,4.0,289.3,0.0,289.3,3.96,0.0,0.0,0.0,0.0,289.3,5142.6,0.0,0.0,1.0,4.622454392698186e-07,0.018504124067138143,5976.0,0.09852216748768472,0.05344244730571001,72.325
2020-08-19,639,639,8653411.5,8494868.2,3658.1000000000004,40.6,0.0,160127.8,822888.4,0.0,88765.20000000001,1587.5,158502.7,0.0,3.0,5689.7,4.0,4.0,304.1,0.0,304.1,3.96,0.0,0.0,0.0,0.0,304.1,5405.4,0.0,0.0,1.0,4.622454392698186e-07,0.018504586312577415,5988.0,0.09852216748768472,0.05344745768669702,76.025
2020-08-20,642,642,8653411.5,8494864.1,3706.3,40.6,0.0,160131.9,828795.7,0.0,89080.9,1587.5,158506.6,0.0,3.0,5907.3,4.0,4.0,315.7,0.0,315.7,3.96,0.0,0.0,0.0,0.0,315.7,5612.0,0.0,0.0,1.0,4.622454392698186e-07,0.018505060114152667,5994.0,0.09852216748768472,0.05344235098945372,78.925
2020-08-21,645,645,8653411.4,8494860.2,3765.4,40.6,0.0,160135.8,834949.6,0.0,89409.79999999999,1587.6,158510.6,0.0,3.0,6153.9,4.0,4.0,328.9,0.0,328.9,3.96,0.0,0.0,0.0,0.0,328.9,5846.2,0.0,0.0,1.0,4.622454446115898e-07,0.018505511017308154,6000.0,0.09852216748768472,0.05344578234940444,82.225
2020-08-22,648,648,8653411.3,8494856.100000001,3802.7,40.6,0.0,160139.90000000002,841338.8,0.0,89751.29999999999,1587.6999999999998,158514.6,0.0,3.0,6389.3,4.0,4.0,341.5,0.0,341.5,3.96,0.0,0.0,0.0,0.0,341.5,6070.0,0.0,0.0,1.0,4.622454499533611e-07,0.018505985032746565,6000.0,0.09852216748768472,0.05344873460316466,85.375
2020-08-23,651,651,8653411.3,8494852.2,3909.0,40.6,0.0,160143.8,848330.9,0.0,90125.0,1587.6999999999998,158518.5,0.0,3.0,6992.099999999999,4.0,4.0,373.7,0.0,373.7,3.96,0.0,0.0,0.0,0.0,373.7,6642.599999999999,0.0,0.0,1.0,4.622454499533611e-07,0.018506435722060267,6003.0,0.09852216748768472,0.05344603195034396,93.425
2020-08-24,654,654,8653411.3,8494848.2,3992.2999999999997,40.6,0.0,160147.8,854975.2,0.0,90480.0,1587.6999999999998,158522.5,0.0,3.0,6644.3,4.0,4.0,355.1,0.0,355.1,3.96,0.0,0.0,0.0,0.0,355.1,6312.2,0.0,0.0,1.0,4.622454499533611e-07,0.01850689796751022,6003.0,0.09852216748768472,0.053444305645440456,88.775
2020-08-25,657,657,8653411.2,8494844.2,4076.6000000000004,40.6,0.0,160151.8,861690.3,0.0,90838.7,1587.8000000000002,158526.4,0.0,3.0,6714.9,4.0,4.0,358.9,0.0,358.9,3.96,0.0,0.0,0.0,0.0,358.9,6379.2,0.0,0.0,1.0,4.6224545529513267e-07,0.018507360426833756,6006.0,0.09852216748768472,0.053448301538369894,89.725
2020-08-26,660,660,8653411.2,8494840.2,4199.0,40.6,0.0,160155.8,868719.8,0.0,91214.40000000001,1587.8000000000002,158530.4,0.0,3.0,7029.7,4.0,4.0,375.7,0.0,375.7,3.96,0.0,0.0,0.0,0.0,375.7,6678.2,0.0,0.0,1.0,4.6224545529513267e-07,0.01850782267228905,6009.0,0.09852216748768472,0.05344467046957907,93.925
2020-08-27,663,663,8653411.2,8494836.1,4308.6,40.6,0.0,160159.9,876046.1,0.0,91605.90000000001,1587.8000000000002,158534.4,0.0,3.0,7326.099999999999,4.0,4.0,391.5,0.0,391.5,3.96,0.0,0.0,0.0,0.0,391.5,6959.8,0.0,0.0,1.0,4.6224545529513267e-07,0.01850829647388073,6009.0,0.09852216748768472,0.05343907399571396,97.875
2020-08-28,666,666,8653411.1,8494832.2,4367.0,40.6,0.0,160163.8,882497.4,0.0,91950.70000000001,1587.9,158538.3,0.0,3.0,6451.3,4.0,4.0,344.7,0.0,344.7,3.96,0.0,0.0,0.0,0.0,344.7,6128.8,0.0,0.0,1.0,4.6224546063690424e-07,0.018508747377089248,6012.0,0.09852216748768472,0.053431091407933284,86.175
2020-08-29,669,669,8653411.1,8494828.2,4481.2,40.6,0.0,160167.8,890268.1,0.0,92365.90000000001,1587.9,158542.3,0.0,3.0,7770.9,4.0,4.0,415.3,0.0,415.3,3.96,0.0,0.0,0.0,0.0,415.3,7382.4,0.0,0.0,1.0,4.6224546063690424e-07,0.018509209622549885,6015.0,0.09852216748768472,0.05344297314339395,103.825
2020-08-30,672,672,8653411.1,8494824.2,4597.799999999999,40.6,0.0,160171.8,898298.8,0.0,92795.09999999999,1587.9,158546.3,0.0,3.0,8030.7,4.0,4.0,429.1,0.0,429.1,3.96,0.0,0.0,0.0,0.0,429.1,7629.2,0.0,0.0,1.0,4.6224546063690424e-07,0.018509671868010523,6015.0,0.09852216748768472,0.053432452961759254,107.275
2020-08-31,675,675,8653411.0,8494820.2,4703.1,40.6,0.0,160175.8,906362.9,0.0,93226.0,1588.0,158550.2,0.0,3.0,8063.9,4.0,4.0,430.9,0.0,430.9,3.96,0.0,0.0,0.0,0.0,430.9,7660.8,0.0,0.0,1.0,4.622454659786759e-07,0.018510134327376797,6018.0,0.09852216748768472,0.05343568248614194,107.725
2020-09-01,678,678,8653410.9,8494816.200000001,4800.0,40.6,0.0,160179.80000000002,914501.8,0.0,93660.9,1588.1,158554.2,0.0,3.0,8139.099999999999,4.0,4.0,434.9,0.0,434.9,3.96,0.0,0.0,0.0,0.0,434.9,7732.2,0.0,0.0,1.0,4.6224547132044774e-07,0.018510596786753767,6033.0,0.09852216748768472,0.053433426300205186,108.725
2020-09-02,681,681,8653410.9,8494812.1,4874.5,40.6,0.0,160183.9,922819.2,0.0,94105.4,1588.1,158558.1,0.0,3.0,8317.5,4.0,4.0,444.5,0.0,444.5,3.96,0.0,0.0,0.0,0.0,444.5,7901.599999999999,0.0,0.0,1.0,4.6224547132044774e-07,0.018511070588361867,6033.0,0.09852216748768472,0.05344153892395551,111.125
2020-09-03,684,684,8653410.9,8494808.2,4977.8,40.6,0.0,160187.8,931329.1000000001,0.0,94560.09999999999,1588.1,158562.1,0.0,3.0,8509.7,4.0,4.0,454.70000000000005,0.0,454.70000000000005,3.96,0.0,0.0,0.0,0.0,454.70000000000005,8084.4,0.0,0.0,1.0,4.6224547132044774e-07,0.018511521277696404,6039.0,0.09852216748768472,0.05343314100379567,113.67500000000001
2020-09-04,687,687,8653410.8,8494804.100000001,5151.7,40.6,0.0,160191.90000000002,941232.4,0.0,95089.4,1588.2,158566.09999999998,0.0,3.0,9903.3,4.0,4.0,529.3,0.0,529.3,3.96,0.0,0.0,0.0,0.0,529.3,9408.2,0.0,0.0,1.0,4.622454766622197e-07,0.01851199529323166,6039.0,0.09852216748768472,0.05344683085436168,132.325
2020-09-05,690,690,8653410.8,8494800.2,5193.0,40.6,0.0,160195.8,948965.2999999999,0.0,95502.6,1588.2,158570.0,0.0,3.0,7732.9,4.0,4.0,413.3,0.0,413.3,3.96,0.0,0.0,0.0,0.0,413.3,7346.4,0.0,0.0,1.0,4.622454766622197e-07,0.0185124459825714,6039.0,0.09852216748768472,0.05344696039002186,103.325
2020-09-06,693,693,8653410.8,8494796.1,5299.1,40.6,0.0,160199.9,958203.8,0.0,95996.29999999999,1588.2,158574.0,0.0,3.0,9238.5,4.0,4.0,493.70000000000005,0.0,493.70000000000005,3.96,0.0,0.0,0.0,0.0,493.70000000000005,8776.599999999999,0.0,0.0,1.0,4.622454766622197e-07,0.01851291978418498,6039.0,0.09852216748768472,0.05343941115982032,123.42500000000001
2020-09-07,696,696,8653410.8,8494792.2,5450.8,40.6,0.0,160203.8,967431.3,0.0,96489.4,1588.2,158577.9,0.0,3.0,9227.5,4.0,4.0,493.1,0.0,493.1,3.96,0.0,0.0,0.0,0.0,493.1,8766.2,0.0,0.0,1.0,4.622454766622197e-07,0.018513370473524724,6042.0,0.09852216748768472,0.053438092657816315,123.275
2020-09-08,699,699,8653410.7,8494788.2,5538.8,40.6,0.0,160207.8,976771.8,0.0,96988.5,1588.3,158581.8,0.0,3.0,9340.5,4.0,4.0,499.1,0.0,499.1,3.96,0.0,0.0,0.0,0.0,499.1,8873.599999999999,0.0,0.0,1.0,4.622454820039918e-07,0.01851383293294978,6054.0,0.09852216748768472,0.05343397034419999,124.775
2020-09-09,702,702,8653410.6,8494784.2,5114.0,40.6,0.0,160211.8,976771.8,0.0,96988.5,1588.4,158585.9,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.62245487345764e-07,0.018514295392385516,6057.0,0.09852216748768472,,0.0
2020-09-10,705,705,8653410.6,8494780.2,4687.3,40.6,0.0,160215.8,976771.8,0.0,96988.5,1588.4,158589.8,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.62245487345764e-07,0.018514757637872862,6060.0,0.09852216748768472,,0.0
2020-09-11,708,708,8653410.5,8494776.2,4256.6,40.6,0.0,160219.8,976771.8,0.0,96988.5,1588.5,158593.9,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.6224549268753633e-07,0.01851522009732463,6060.0,0.09852216748768472,,0.0
2020-09-12,711,711,8653410.5,8494772.2,3816.7000000000003,40.6,0.0,160223.8,976771.8,0.0,96988.5,1588.5,158597.7,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.6224549268753633e-07,0.018515682342817318,6060.0,0.09852216748768472,,0.0
2020-09-13,714,714,8653410.5,8494768.2,3366.3999999999996,40.6,0.0,160227.8,976771.8,0.0,96988.5,1588.5,158601.6,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.6224549268753633e-07,0.018516144588310007,6063.0,0.09852216748768472,,0.0
2020-09-14,717,717,8653410.5,8494764.200000001,2842.4,40.6,0.0,160231.80000000002,976771.8,0.0,96988.5,1588.5,158605.7,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.6224549268753633e-07,0.0185166068338027,6075.0,0.09852216748768472,,0.0
2020-09-15,720,720,8653410.4,8494760.2,2433.3999999999996,40.6,0.0,160235.8,976771.8,0.0,96988.5,1588.6,158609.6,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.6224549802930874e-07,0.018517069293281178,6084.0,0.09852216748768472,,0.0
2020-09-16,723,723,8653410.4,8494756.1,1944.5,40.6,0.0,160239.9,976771.8,0.0,96988.5,1588.6,158613.6,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.6224549802930874e-07,0.01851754309491666,6117.0,0.09852216748768472,,0.0
