days,compartment,population,susceptibles,total_isolated,total_infected,tested,total_infected_notisolated,total_confirmed,total_deaths,total_recovered,beta,susceptible_prop,new_tested,num_infected,num_isolated,num_isolated_infected,num_confirmed,num_recovered,num_deaths
51,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Rest of population,7200000.0,7196000.0,0.0,4000.0,0.0,4000.0,0.0,0.0,0.0,0.0,1.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0
1,Rest of population,7200000.0,7192000.0,0.0,4749.3,0.0,4749.3,0.0,0.0,0.0,0.0,1.0,0.0,749.3,0.0,0.0,0.0,0.0,0.0
2,Rest of population,7200000.0,7191250.7,0.0,5769.0,0.0,5769.0,0.0,0.0,0.0,0.0,1.0,0.0,1019.7,0.0,0.0,0.0,0.0,0.0
3,Rest of population,7200000.0,7190231.0,0.0,7169.1,0.0,7169.1,0.0,0.0,0.0,0.0,1.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0
4,Rest of population,7200000.0,7188830.9,0.0,9100.1,0.0,9100.1,0.0,0.0,0.0,0.0,1.0,0.0,1931.0,0.0,0.0,0.0,0.0,0.0
5,Rest of population,7200000.0,7186899.9,0.0,11769.3,0.0,11769.3,0.0,0.0,0.0,0.0,1.0,0.0,2669.2,0.0,0.0,0.0,0.0,0.0
6,Rest of population,7200000.0,7184230.7,0.0,15352.5,0.0,15352.5,0.0,0.0,0.0,0.0,1.0,0.0,3583.2,0.0,0.0,0.0,0.0,0.0
7,Rest of population,7200000.0,7180647.5,0.0,20106.0,0.0,20106.0,0.0,0.0,0.0,0.0,1.0,0.0,4753.5,0.0,0.0,0.0,0.0,0.0
8,Rest of population,7200000.0,7175894.0,0.0,26318.9,0.0,26318.9,0.0,0.0,0.0,0.0,1.0,0.0,6212.9,0.0,0.0,0.0,0.0,0.0
9,Rest of population,7200000.0,7169681.1,0.0,34296.9,0.0,34296.9,0.0,0.0,0.0,0.0,1.0,0.0,7978.0,0.0,0.0,0.0,0.0,0.0
10,Rest of population,7199960.0,7161703.1,0.0,40338.0,0.0,40338.0,0.0,40.0,0.0,0.0,1.0,0.0,10041.2,0.0,0.0,0.0,3960.0,40.0
11,Rest of population,7199952.5,7151662.0,0.0,51341.1,0.0,51341.1,0.0,47.5,3960.0,0.0,1.0,0.0,11752.4,0.0,0.0,0.0,741.8,7.5
12,Rest of population,7199942.3,7139909.6,0.0,64282.4,0.0,64282.4,0.0,57.7,4701.8,0.0,1.0,0.0,13960.9,0.0,0.0,0.0,1009.5,10.2
13,Rest of population,7199928.3,7125948.6,0.0,79113.4,0.0,79113.4,0.0,71.7,5711.3,0.0,1.0,0.0,16231.0,0.0,0.0,0.0,1386.0,14.0
14,Rest of population,7199909.0,7109717.6,0.0,95719.0,0.0,95719.0,0.0,91.0,7097.4,0.0,1.0,0.0,18536.6,0.0,0.0,0.0,1911.7,19.3
15,Rest of population,7199882.3,7091181.0,0.0,113957.9,0.0,113957.9,0.0,117.7,9009.1,0.0,1.0,0.0,20908.2,0.0,0.0,0.0,2642.5,26.7
16,Rest of population,7199846.5,7070272.8,0.0,133701.2,0.0,133701.2,0.0,153.5,11651.6,0.0,1.0,0.0,23326.5,0.0,0.0,0.0,3547.4,35.8
17,Rest of population,7199798.9,7046946.3,0.0,154671.2,0.0,154671.2,0.0,201.1,15199.0,0.0,1.0,0.0,25723.5,0.0,0.0,0.0,4705.9,47.5
18,Rest of population,7199736.8,7021222.8,0.0,176469.9,0.0,176469.9,0.0,263.2,19904.9,0.0,1.0,0.0,28011.6,0.0,0.0,0.0,6150.8,62.1
19,Rest of population,7199657.0,6993211.2,0.0,198592.7,0.0,198592.7,0.0,343.0,26055.7,0.0,1.0,0.0,30100.8,0.0,0.0,0.0,7898.2,79.8
20,Rest of population,7199556.6,6963110.4,0.0,220459.5,0.0,220459.5,0.0,443.4,33953.9,0.0,1.0,0.0,31907.9,0.0,0.0,0.0,9940.8,100.4
21,Rest of population,7199439.1,6931202.5,0.0,242067.9,0.0,242067.9,0.0,560.9,43894.7,0.0,1.0,0.0,33360.9,0.0,0.0,0.0,11634.9,117.5
22,Rest of population,7199299.5,6897841.6,0.0,262670.9,0.0,262670.9,0.0,700.5,55529.5,0.0,1.0,0.0,34563.9,0.0,0.0,0.0,13821.3,139.6
23,Rest of population,7199137.2,6863277.7,0.0,281779.5,0.0,281779.5,0.0,862.8,69350.9,0.0,1.0,0.0,35339.6,0.0,0.0,0.0,16068.7,162.3
24,Rest of population,7198951.8,6827938.1,0.0,298760.0,0.0,298760.0,0.0,1048.2,85419.6,0.0,0.9,0.0,35517.2,0.0,0.0,0.0,18351.3,185.4
25,Rest of population,7198742.7,6792420.9,0.0,312919.2,0.0,312919.2,0.0,1257.3,103770.8,0.0,0.9,0.0,35067.4,0.0,0.0,0.0,20699.1,209.1
26,Rest of population,7198509.5,6757353.5,0.0,323580.9,0.0,323580.9,0.0,1490.5,124470.0,0.0,0.9,0.0,33988.2,0.0,0.0,0.0,23093.2,233.3
27,Rest of population,7198252.2,6723365.4,0.0,330165.9,0.0,330165.9,0.0,1747.8,147563.2,0.0,0.9,0.0,32308.4,0.0,0.0,0.0,25466.3,257.2
28,Rest of population,7197972.1,6691056.9,0.0,332243.1,0.0,332243.1,0.0,2027.9,173029.4,0.0,0.9,0.0,30088.8,0.0,0.0,0.0,27731.4,280.1
29,Rest of population,7197671.1,6660968.1,0.0,329561.0,0.0,329561.0,0.0,2328.9,200760.9,0.0,0.9,0.0,27418.6,0.0,0.0,0.0,29799.8,301.0
30,Rest of population,7197352.0,6633549.5,0.0,322062.5,0.0,322062.5,0.0,2648.0,230560.7,0.0,0.9,0.0,24409.5,0.0,0.0,0.0,31588.9,319.1
31,Rest of population,7197018.4,6609140.0,0.0,309888.5,0.0,309888.5,0.0,2981.6,262149.5,0.0,0.9,0.0,21186.9,0.0,0.0,0.0,33027.3,333.6
32,Rest of population,7196672.8,6587953.1,0.0,293205.6,0.0,293205.6,0.0,3327.2,295176.8,0.0,0.9,0.0,17880.9,0.0,0.0,0.0,34218.2,345.6
33,Rest of population,7196319.4,6570072.2,0.0,272477.4,0.0,272477.4,0.0,3680.6,329395.0,0.0,0.9,0.0,14611.5,0.0,0.0,0.0,34986.2,353.4
34,Rest of population,7195964.2,6555460.7,0.0,248454.6,0.0,248454.6,0.0,4035.8,364381.3,0.0,0.9,0.0,11494.4,0.0,0.0,0.0,35162.0,355.2
35,Rest of population,7195613.5,6543966.3,0.0,222019.0,0.0,222019.0,0.0,4386.5,399543.3,0.0,0.9,0.0,8631.8,0.0,0.0,0.0,34716.7,350.7
36,Rest of population,7195273.7,6535334.5,0.0,194134.1,0.0,194134.1,0.0,4726.3,434260.0,0.0,0.9,0.0,6103.2,0.0,0.0,0.0,33648.3,339.9
37,Rest of population,7194950.6,6529231.3,0.0,165787.8,0.0,165787.8,0.0,5049.4,467908.3,0.0,0.9,0.0,3962.2,0.0,0.0,0.0,31985.4,323.1
38,Rest of population,7194649.7,6525269.1,0.0,137934.1,0.0,137934.1,0.0,5350.3,499893.6,0.0,0.9,0.0,2235.0,0.0,0.0,0.0,29787.9,300.9
39,Rest of population,7194375.5,6523034.1,0.0,111437.5,0.0,111437.5,0.0,5624.5,529681.6,0.0,0.9,0.0,922.1,0.0,0.0,0.0,27144.5,274.2
40,Rest of population,7194131.4,6522112.0,0.0,87028.0,0.0,87028.0,0.0,5868.6,556826.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,24165.4,244.1
41,Rest of population,7193919.5,6522112.0,0.0,65841.1,0.0,65841.1,0.0,6080.5,580991.4,0.0,0.9,0.0,0.0,0.0,0.0,0.0,20975.0,211.9
42,Rest of population,7193740.7,6522112.0,0.0,47960.2,0.0,47960.2,0.0,6259.3,601966.4,0.0,0.9,0.0,0.0,0.0,0.0,0.0,17702.1,178.8
43,Rest of population,7193594.6,6522112.0,0.0,33348.7,0.0,33348.7,0.0,6405.4,619668.6,0.0,0.9,0.0,0.0,0.0,0.0,0.0,14465.4,146.1
44,Rest of population,7193479.7,6522112.0,0.0,21854.3,0.0,21854.3,0.0,6520.3,634133.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,11379.4,114.9
45,Rest of population,7193393.3,6522112.0,0.0,13222.5,0.0,13222.5,0.0,6606.7,645513.4,0.0,0.9,0.0,0.0,0.0,0.0,0.0,8545.5,86.3
46,Rest of population,7193332.3,6522112.0,0.0,7119.3,0.0,7119.3,0.0,6667.7,654058.8,0.0,0.9,0.0,0.0,0.0,0.0,0.0,6042.2,61.0
47,Rest of population,7193292.7,6522112.0,0.0,3157.1,0.0,3157.1,0.0,6707.3,660101.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,3922.5,39.6
48,Rest of population,7193270.3,6522112.0,0.0,922.1,0.0,922.1,0.0,6729.7,664023.6,0.0,0.9,0.0,0.0,0.0,0.0,0.0,2212.7,22.4
49,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,666236.3,0.0,0.9,0.0,0.0,0.0,0.0,0.0,912.9,9.2
50,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Rest of population,7193261.1,6522112.0,0.0,0.0,0.0,0.0,0.0,6738.9,667149.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
